,Position,Track Name,Artist,Streams,date,region,id,date_from,date_to,valence
7763,164,修煉愛情,JJ Lin,19029,2019-06-14--2019-06-21,hk,190kU2WKyIzx9XaBjfWRPk,2019-06-14,2019-06-21,0.239
7764,165,年少有為,Ronghao Li,18927,2019-06-14--2019-06-21,hk,6XY80Ofqd8j0SGiEdRLwCp,2019-06-14,2019-06-21,0.289
7765,166,幸福之歌,Supper Moment,18898,2019-06-14--2019-06-21,hk,3avA1Hqi2OP0Y1ebYK7fAn,2019-06-14,2019-06-21,0.462
7766,167,缺,Hins Cheung,18801,2019-06-14--2019-06-21,hk,528HFTQqdaMOf31jDTgkGt,2019-06-14,2019-06-21,0.273
7767,168,家明,Kay Tse,18673,2019-06-14--2019-06-21,hk,0uodPU7TAUquwBlY6yT4Qx,2019-06-14,2019-06-21,0.39
7768,169,Too Good At Goodbyes,Sam Smith,18616,2019-06-14--2019-06-21,hk,1mXVgsBdtIVeCLJnSnmtdV,2019-06-14,2019-06-21,0.534
7769,170,"break up with your girlfriend, i'm bored",Ariana Grande,18581,2019-06-14--2019-06-21,hk,4kV4N9D1iKVxx1KLvtTpjS,2019-06-14,2019-06-21,0.335
7770,171,演員,Joker Xue,18558,2019-06-14--2019-06-21,hk,6LunoYd3xpZ19sICOXS8Xd,2019-06-14,2019-06-21,0.186
7771,172,Wow.,Post Malone,18466,2019-06-14--2019-06-21,hk,6MWtB6iiXyIwun0YzU6DFP,2019-06-14,2019-06-21,0.385
7772,173,不許你注定一人,Dear Jane,18441,2019-06-14--2019-06-21,hk,0zaJVOyKHcBVtf0itXajME,2019-06-14,2019-06-21,0.475
7773,174,無賴,Ronald Cheng,18425,2019-06-14--2019-06-21,hk,1zAFaIAd1kek5IEi5AwPvL,2019-06-14,2019-06-21,0.551
7774,175,Lemon,Kenshi Yonezu,18277,2019-06-14--2019-06-21,hk,35KlorpQ6LQVVslvlcu1gN,2019-06-14,2019-06-21,0.446
7775,176,As If It's Your Last,BLACKPINK,18261,2019-06-14--2019-06-21,hk,1Zyd6zQnC6XIIzmg3hP7Ot,2019-06-14,2019-06-21,0.45
7776,177,Suge,DaBaby,18237,2019-06-14--2019-06-21,hk,2gwkD6igEhQbDQegRCcdoB,2019-06-14,2019-06-21,0.844
7777,178,Sixteen,Ellie Goulding,18118,2019-06-14--2019-06-21,hk,4PkIDTPGedm0enzdvilLNd,2019-06-14,2019-06-21,0.541
7778,179,最後晚餐,Supper Moment,18014,2019-06-14--2019-06-21,hk,0Jm0goItLKozRDZ2r3ZbWz,2019-06-14,2019-06-21,0.423
7779,180,Be Alright,Dean Lewis,17972,2019-06-14--2019-06-21,hk,5qrSlOut2rNAWv3ubArkNy,2019-06-14,2019-06-21,0.493
7780,181,Lost In Japan,Shawn Mendes,17909,2019-06-14--2019-06-21,hk,79esEXlqqmq0GPz0xQSZTV,2019-06-14,2019-06-21,0.425
7781,182,Believer,Imagine Dragons,17855,2019-06-14--2019-06-21,hk,0pqnGHJpmpxLKifKRmU6WP,2019-06-14,2019-06-21,0.666
7782,183,Paradise,Bazzi,17821,2019-06-14--2019-06-21,hk,7njKgVl3AnLflRad38o7AG,2019-06-14,2019-06-21,0.591
7783,184,A Thousand Years,Christina Perri,17803,2019-06-14--2019-06-21,hk,6lanRgr6wXibZr8KgzXxBl,2019-06-14,2019-06-21,0.161
7784,185,痛愛,Joey Yung,17769,2019-06-14--2019-06-21,hk,0StuO1Spn9uXwcnR8R523C,2019-06-14,2019-06-21,0.402
7785,186,Piece Of Your Heart,MEDUZA,17740,2019-06-14--2019-06-21,hk,1DFD5Fotzgn6yYXkYsKiGs,2019-06-14,2019-06-21,0.631
7786,187,勇氣情歌,Joey Yung,17699,2019-06-14--2019-06-21,hk,4IaOHEtBuYAqZzHCKZaKcv,2019-06-14,2019-06-21,0.453
7787,188,裝睡的情人,Hins Cheung,17698,2019-06-14--2019-06-21,hk,5hdFOCoXHRbGEGF6A0IylT,2019-06-14,2019-06-21,0.38
7788,189,再不再見,C AllStar,17678,2019-06-14--2019-06-21,hk,1kcNUj4udKEFesxdclbh8n,2019-06-14,2019-06-21,0.341
7789,190,淘汰(國),Eason Chan,17675,2019-06-14--2019-06-21,hk,3aawXLnJpcDVXCl1UUksAW,2019-06-14,2019-06-21,0.206
7790,191,我們萬歲,Eason Chan,17613,2019-06-14--2019-06-21,hk,36zXp2vEis00HRdX3pYEMr,2019-06-14,2019-06-21,0.556
7791,192,Ransom,Lil Tecca,17606,2019-06-14--2019-06-21,hk,1xbtojAZsQjOgiGdGX6ChU,2019-06-14,2019-06-21,0.226
7792,193,光輝歲月,Beyond,17516,2019-06-14--2019-06-21,hk,2xsfwyT49o2OCoPieXMxQC,2019-06-14,2019-06-21,0.472
7793,194,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,17483,2019-06-14--2019-06-21,hk,4hQ6UGyWQIGJmHSo0J88JW,2019-06-14,2019-06-21,0.508
7794,195,慢慢喜歡你,Karen Mok,17373,2019-06-14--2019-06-21,hk,7EoyERNueJuFlQbyrRB0US,2019-06-14,2019-06-21,0.375
7795,196,終身美麗 (電影“瘦身男女”主題曲),Sammi Cheng,17370,2019-06-14--2019-06-21,hk,3ctJQ3riTHFk5A5SMDr1F7,2019-06-14,2019-06-21,0.394
7796,197,分手總約在雨天,Charmaine Fong,17315,2019-06-14--2019-06-21,hk,4F58voptx3uo1bNiJ6i1P9,2019-06-14,2019-06-21,0.204
7797,198,富士山下,Eason Chan,17235,2019-06-14--2019-06-21,hk,3cthRwQ2X0SNTaauD7tjn5,2019-06-14,2019-06-21,0.528
7798,199,Happier,Ed Sheeran,17169,2019-06-14--2019-06-21,hk,2RttW7RAu5nOAfq6YFvApB,2019-06-14,2019-06-21,0.236
7799,200,完全變態,Justin Lo,17146,2019-06-14--2019-06-21,hk,0T5pAmQ1MyhHmh3M5JSpUz,2019-06-14,2019-06-21,0.257
7800,1,Señorita,Shawn Mendes,356959,2019-06-21--2019-06-28,hk,0TK2YIli7K1leLovkQiNik,2019-06-21,2019-06-28,0.75
7801,2,You Need To Calm Down,Taylor Swift,118765,2019-06-21--2019-06-28,hk,29fRTIKsJhLUJoldM89GZS,2019-06-21,2019-06-28,0.706
7802,3,I Don't Care (with Justin Bieber),Ed Sheeran,109823,2019-06-21--2019-06-28,hk,3HVWdVOQ0ZA45FuZGSfvns,2019-06-21,2019-06-28,0.842
7803,4,bad guy,Billie Eilish,103972,2019-06-21--2019-06-28,hk,2Fxmhks0bxGSBdJ92vM42m,2019-06-21,2019-06-28,0.562
7804,5,Speechless (Full),Naomi Scott,88394,2019-06-21--2019-06-28,hk,0XPsOSYzDJZJArevQNm2AR,2019-06-21,2019-06-28,0.23
7805,6,Call You Mine,The Chainsmokers,86562,2019-06-21--2019-06-28,hk,05CwHjIk71RXVU40boRMnR,2019-06-21,2019-06-28,0.501
7806,7,If I Can't Have You,Shawn Mendes,84489,2019-06-21--2019-06-28,hk,6LsAAHotRLMOHfCsSfYCsz,2019-06-21,2019-06-28,0.864
7807,8,Never Really Over,Katy Perry,81376,2019-06-21--2019-06-28,hk,5PYQUBXc7NYeI1obMKSJK0,2019-06-21,2019-06-28,0.385
7808,9,Money In The Grave (Drake ft. Rick Ross),Drake,64684,2019-06-21--2019-06-28,hk,5ry2OE6R2zPQFDO85XkgRb,2019-06-21,2019-06-28,0.101
7809,10,Panini,Lil Nas X,62583,2019-06-21--2019-06-28,hk,6fTt0CH2t0mdeB2N9XFG5r,2019-06-21,2019-06-28,0.475
7810,11,Boy With Luv (feat. Halsey),BTS,61179,2019-06-21--2019-06-28,hk,5KawlOMHjWeUjQtnuRs22c,2019-06-21,2019-06-28,0.798
7811,12,"A Whole New World (End Title) - From ""Aladdin""",ZAYN,58711,2019-06-21--2019-06-28,hk,1iWHabUgUuuKLBa0TzTHfk,2019-06-21,2019-06-28,0.105
7812,13,Only Human,Jonas Brothers,57489,2019-06-21--2019-06-28,hk,0DiDStADDVh3SvAsoJAFMk,2019-06-21,2019-06-28,0.874
7813,14,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,57190,2019-06-21--2019-06-28,hk,4MsUsFfWseB9M2plGJyuIw,2019-06-21,2019-06-28,0.657
7814,15,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,56512,2019-06-21--2019-06-28,hk,7Feaw9WAEREY0DUOSXJLOM,2019-06-21,2019-06-28,0.316
7815,16,Heaven,Avicii,55732,2019-06-21--2019-06-28,hk,0vrmHPfoBadXVr2n0m1aqZ,2019-06-21,2019-06-28,0.516
7816,17,Find U Again (feat. Camila Cabello),Mark Ronson,55708,2019-06-21--2019-06-28,hk,5Uw7Dut2lZfexn3Y09swpf,2019-06-21,2019-06-28,0.164
7817,18,Someone You Loved,Lewis Capaldi,55587,2019-06-21--2019-06-28,hk,7qEHsqek33rTcFNT9PFqLf,2019-06-21,2019-06-28,0.446
7818,19,A Whole New World,Mena Massoud,54335,2019-06-21--2019-06-28,hk,5viFjDGTnrApmUY5c8qkfw,2019-06-21,2019-06-28,0.131
7819,20,One Thing Right,Marshmello,54252,2019-06-21--2019-06-28,hk,4hPpVbbakQNv8YTHYaOJP4,2019-06-21,2019-06-28,0.439
7820,21,Rescue Me,OneRepublic,51785,2019-06-21--2019-06-28,hk,0mjAU3yKR1QnXnHtjGJqTM,2019-06-21,2019-06-28,0.64
7821,22,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,50444,2019-06-21--2019-06-28,hk,6u7jPi22kF8CTQ3rb9DHE7,2019-06-21,2019-06-28,0.639
7822,23,Sucker,Jonas Brothers,49496,2019-06-21--2019-06-28,hk,22vgEDb5hykfaTwLuskFGD,2019-06-21,2019-06-28,0.952
7823,24,Kill This Love,BLACKPINK,49126,2019-06-21--2019-06-28,hk,4pUCKHjJ4Ijewc37rRrvHn,2019-06-21,2019-06-28,0.58
7824,25,7 rings,Ariana Grande,48296,2019-06-21--2019-06-28,hk,6ocbgoVGwYJhOv1GgI9NsF,2019-06-21,2019-06-28,0.327
7825,26,Shallow,Lady Gaga,45631,2019-06-21--2019-06-28,hk,2VxeLyX666F8uXCJ0dZF8B,2019-06-21,2019-06-28,0.323
7826,27,Cross Me (feat. Chance the Rapper & PnB Rock),Ed Sheeran,45192,2019-06-21--2019-06-28,hk,543bCW2ruMPmxUBWirQ3MR,2019-06-21,2019-06-28,0.607
7827,28,On My Way,Alan Walker,44038,2019-06-21--2019-06-28,hk,4n7jnSxVLd8QioibtTDBDq,2019-06-21,2019-06-28,0.297
7828,29,No Guidance (feat. Drake),Chris Brown,43582,2019-06-21--2019-06-28,hk,7FEwp8BavoEVE3AnxJDchc,2019-06-21,2019-06-28,0.137
7829,30,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,41455,2019-06-21--2019-06-28,hk,3KkXRkHbMCARz0aVfEt68P,2019-06-21,2019-06-28,0.913
7830,31,百年樹木,Hins Cheung,39732,2019-06-21--2019-06-28,hk,5ql4tlxS3GtADNsSRi2GnW,2019-06-21,2019-06-28,0.343
7831,32,The London (feat. J. Cole & Travis Scott),Young Thug,39262,2019-06-21--2019-06-28,hk,7DcvwMAiqKJQD1rrdfxSDx,2019-06-21,2019-06-28,0.179
7832,33,Easier,5 Seconds of Summer,38309,2019-06-21--2019-06-28,hk,4tNXntkAzQ5A2dfYRYGIIQ,2019-06-21,2019-06-28,0.618
7833,34,其實寂寞,Kay Tse,38060,2019-06-21--2019-06-28,hk,4qOQcgfSAV2XuoJ55TYSaS,2019-06-21,2019-06-28,0.61
7834,35,EARFQUAKE,"Tyler, The Creator",37878,2019-06-21--2019-06-28,hk,5hVghJ4KaYES3BFUATCYn0,2019-06-21,2019-06-28,0.413
7835,36,空手而來,Hins Cheung,36740,2019-06-21--2019-06-28,hk,2YbdCSdvofWc2g277AUOwD,2019-06-21,2019-06-28,0.227
7836,37,春秋,Hins Cheung,36307,2019-06-21--2019-06-28,hk,2WVbMoHdWCspdiEa7OnG1D,2019-06-21,2019-06-28,0.501
7837,38,有一種悲傷 - 電影《比悲傷更悲傷的故事》主題曲,A-Lin,35483,2019-06-21--2019-06-28,hk,6iNH42q8haGYDYGhKK6XiJ,2019-06-21,2019-06-28,0.37
7838,39,Shape of You,Ed Sheeran,34822,2019-06-21--2019-06-28,hk,7qiZfU4dY1lWllzX7mPBI3,2019-06-21,2019-06-28,0.931
7839,40,Zimzalabim,Red Velvet,34759,2019-06-21--2019-06-28,hk,0GUbhhI5fRx7BlqlqlhjuB,2019-06-21,2019-06-28,0.531
7840,41,Something Just Like This,The Chainsmokers,34469,2019-06-21--2019-06-28,hk,6RUKPb4LETWmmr3iAEQktW,2019-06-21,2019-06-28,0.446
7841,42,Sanctuary,Joji,34307,2019-06-21--2019-06-28,hk,3xaugmCyXrVkrDTXbFkMW3,2019-06-21,2019-06-28,0.316
7842,43,Who Do You Love,The Chainsmokers,34214,2019-06-21--2019-06-28,hk,5QiNbIilmMiMBXvaAlf7lN,2019-06-21,2019-06-28,0.435
7843,44,說散就散,JC 陳泳彤,33318,2019-06-21--2019-06-28,hk,3CE1HoJJ0FVKo7JHsWIuvC,2019-06-21,2019-06-28,0.375
7844,45,寂寞就如,Juno Mak,33313,2019-06-21--2019-06-28,hk,6npOpd3seRhoTPGOsFPKaX,2019-06-21,2019-06-28,0.284
7845,46,Mad Love,Mabel,33296,2019-06-21--2019-06-28,hk,79JBjIq90BrQ8Ws0pUhlzD,2019-06-21,2019-06-28,0.62
7846,47,Perfect,Ed Sheeran,32907,2019-06-21--2019-06-28,hk,0tgVpDi06FyKpA1z0VMD4v,2019-06-21,2019-06-28,0.168
7847,48,Dream Glow (BTS World Original Soundtrack) - Pt. 1,BTS,32788,2019-06-21--2019-06-28,hk,4c1WgUnHXq2LEncGHKgj1I,2019-06-21,2019-06-28,0.541
7848,49,SOS (feat. Aloe Blacc),Avicii,32324,2019-06-21--2019-06-28,hk,2x0RZdkZcD8QRI53XT4GI5,2019-06-21,2019-06-28,0.376
7849,50,櫻花樹下,Hins Cheung,31901,2019-06-21--2019-06-28,hk,2FgDWCqMCIAATvqr9ozeYm,2019-06-21,2019-06-28,0.36
7850,51,Mother's Daughter,Miley Cyrus,31815,2019-06-21--2019-06-28,hk,2WyRfGeHo97VC5mP1BBSzr,2019-06-21,2019-06-28,0.528
7851,52,告白氣球,Jay Chou,31379,2019-06-21--2019-06-28,hk,1ivCIgrYZyE0BvItL4Z8lk,2019-06-21,2019-06-28,0.448
7852,53,Prince Ali,Will Smith,30995,2019-06-21--2019-06-28,hk,1Pt2STlAgfB1CiEV8mf3CN,2019-06-21,2019-06-28,0.365
7853,54,It's You,Ali Gatie,30848,2019-06-21--2019-06-28,hk,6moU77g9RQyMzHNuKEaQKq,2019-06-21,2019-06-28,0.397
7854,55,BIRTHDAY,SOMI,30705,2019-06-21--2019-06-28,hk,3jsWXhE5NuPWQ4IHplv2zt,2019-06-21,2019-06-28,0.597
7855,56,後來的我們,Mayday,30240,2019-06-21--2019-06-28,hk,13AruKdh8wJhWx6i5dV8X1,2019-06-21,2019-06-28,0.225
7856,57,怎麼了,Eric Chou,30135,2019-06-21--2019-06-28,hk,2IAumRplFr0Ns09kKgt2je,2019-06-21,2019-06-28,0.263
7857,58,等你下課,Jay Chou,30062,2019-06-21--2019-06-28,hk,76WthWB0v0KXUHZoAclMVV,2019-06-21,2019-06-28,0.416
7858,59,All Night (BTS World Original Soundtrack) [Pt. 3],BTS,29792,2019-06-21--2019-06-28,hk,70sKIAQgaVN2zWEEyOpyMZ,2019-06-21,2019-06-28,0.667
7859,60,Tonight,AGA,29740,2019-06-21--2019-06-28,hk,4UOaRXM0YgOpWsE1fsWb9u,2019-06-21,2019-06-28,0.421
7860,61,Sweet but Psycho,Ava Max,29430,2019-06-21--2019-06-28,hk,25sgk305KZfyuqVBQIahim,2019-06-21,2019-06-28,0.628
7861,62,FANCY,TWICE,29001,2019-06-21--2019-06-28,hk,2FXd6kKCtBIc6UfN1gH1pA,2019-06-21,2019-06-28,0.775
7862,63,"thank u, next",Ariana Grande,28961,2019-06-21--2019-06-28,hk,3e9HZxeyfWwjeyPAMmWSSQ,2019-06-21,2019-06-28,0.412
7863,64,Happier,Marshmello,28768,2019-06-21--2019-06-28,hk,2dpaYNEQHiRxtZbfNsse99,2019-06-21,2019-06-28,0.671
7864,65,囍帖街,Kay Tse,28718,2019-06-21--2019-06-28,hk,3hU9nGBhYJQwvF8BJ4PUcE,2019-06-21,2019-06-28,0.428
7865,66,Havana (feat. Young Thug),Camila Cabello,28657,2019-06-21--2019-06-28,hk,1rfofaqEpACxVEHIZBJe6W,2019-06-21,2019-06-28,0.394
7866,67,2002,Anne-Marie,28393,2019-06-21--2019-06-28,hk,2BgEsaKNfHUdlh97KmvFyo,2019-06-21,2019-06-28,0.603
7867,68,你瞞我瞞,Jason Chan,28304,2019-06-21--2019-06-28,hk,1eId3TVzGrwv73YAWAVQMX,2019-06-21,2019-06-28,0.403
7868,69,Here With Me,Marshmello,28192,2019-06-21--2019-06-28,hk,5icOoE6VgqFKohjWWNp0Ac,2019-06-21,2019-06-28,0.181
7869,70,Closer,The Chainsmokers,27638,2019-06-21--2019-06-28,hk,7BKLCZ1jbUBVqRi2FVlTVw,2019-06-21,2019-06-28,0.661
7870,71,命硬,Justin Lo,27591,2019-06-21--2019-06-28,hk,47RgWWTJno746wCInL4gQz,2019-06-21,2019-06-28,0.333
7871,72,亂世情侶 (合唱版),Leo Ku,27502,2019-06-21--2019-06-28,hk,2hRY6ORT8dEdVVCocenQjs,2019-06-21,2019-06-28,0.213
7872,73,So Am I,Ava Max,27491,2019-06-21--2019-06-28,hk,0uUNN1nSoUx1A4fkDCWDQ7,2019-06-21,2019-06-28,0.607
7873,74,心之科學,Joey Yung,27481,2019-06-21--2019-06-28,hk,1gVMd7oYGo6Whlgg7pAa7M,2019-06-21,2019-06-28,0.252
7874,75,Talk (feat. Disclosure),Khalid,27373,2019-06-21--2019-06-28,hk,6TqXcAFInzjp0bODyvrWEq,2019-06-21,2019-06-28,0.346
7875,76,Dancing With A Stranger (with Normani),Sam Smith,27371,2019-06-21--2019-06-28,hk,6Qs4SXO9dwPj5GKvVOv8Ki,2019-06-21,2019-06-28,0.347
7876,77,Faded,Alan Walker,27240,2019-06-21--2019-06-28,hk,698ItKASDavgwZ3WjaWjtz,2019-06-21,2019-06-28,0.159
7877,78,來自天堂的魔鬼,G.E.M.,26991,2019-06-21--2019-06-28,hk,0g2XnkKghVN22yze1gTJzl,2019-06-21,2019-06-28,0.302
7878,79,13樓的大笨象,Stephanie Cheng,26911,2019-06-21--2019-06-28,hk,1Cn2n7LpjpiElg6IyKB9id,2019-06-21,2019-06-28,0.482
7879,80,可惜我是水瓶座,Miriam Yeung,26876,2019-06-21--2019-06-28,hk,1sWUT5hSawhEctQEQrVQdn,2019-06-21,2019-06-28,0.543
7880,81,Don't Know What To Do,BLACKPINK,26874,2019-06-21--2019-06-28,hk,1TaQciB8qqRZ9fxWGhS65X,2019-06-21,2019-06-28,0.409
7881,82,wish you were gay,Billie Eilish,26728,2019-06-21--2019-06-28,hk,3Fj47GNK2kUF0uaEDgXLaD,2019-06-21,2019-06-28,0.282
7882,83,i'm so tired...,Lauv,26612,2019-06-21--2019-06-28,hk,7COXchtUOMd6uIT6HvmRaI,2019-06-21,2019-06-28,0.534
7883,84,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,26424,2019-06-21--2019-06-28,hk,2gug6MRv4xQFYi9LA3PJCS,2019-06-21,2019-06-28,0.535
7884,85,Photograph,Ed Sheeran,25997,2019-06-21--2019-06-28,hk,6fxVffaTuwjgEk5h9QyRjy,2019-06-21,2019-06-28,0.201
7885,86,Rodeo,Lil Nas X,25860,2019-06-21--2019-06-28,hk,4ak7xjvBeBOcJGWFDX9w5n,2019-06-21,2019-06-28,0.657
7886,87,光年之外 (電影 《Passengers》 中國區主題曲),G.E.M.,25663,2019-06-21--2019-06-28,hk,1bkvGbgK4HU8B7Ue4k7O7I,2019-06-21,2019-06-28,0.238
7887,88,羅生門,Juno Mak,25511,2019-06-21--2019-06-28,hk,7xAVLrbnud6OrU6f4FmxDr,2019-06-21,2019-06-28,0.253
7888,89,Without Me,Halsey,25490,2019-06-21--2019-06-28,hk,5p7ujcrUXASCNwRaWNHR1C,2019-06-21,2019-06-28,0.533
7889,90,Girls Like You (feat. Cardi B),Maroon 5,25434,2019-06-21--2019-06-28,hk,7fa9MBXhVfQ8P8Df9OEbD8,2019-06-21,2019-06-28,0.448
7890,91,歲月如歌,Eason Chan,25433,2019-06-21--2019-06-28,hk,209lkexhDOdjGJMv9iw3rJ,2019-06-21,2019-06-28,0.453
7891,92,Always Remember Us This Way,Lady Gaga,25279,2019-06-21--2019-06-28,hk,2rbDhOo9Fh61Bbu23T2qCk,2019-06-21,2019-06-28,0.296
7892,93,未來見,RubberBand,25179,2019-06-21--2019-06-28,hk,5OPqZ5dEqrdPGatJgnZ8xG,2019-06-21,2019-06-28,0.136
7893,94,Truth Hurts,Lizzo,24985,2019-06-21--2019-06-28,hk,5qmq61DAAOUaW8AUo8xKhh,2019-06-21,2019-06-28,0.412
7894,95,永遠飛行模式,Dear Jane,24900,2019-06-21--2019-06-28,hk,62Fq89muy8ASOH0IQJvb3T,2019-06-21,2019-06-28,0.342
7895,96,Ritual,Tiësto,24837,2019-06-21--2019-06-28,hk,3M9Apu4OZfylLTFKvgEtKa,2019-06-21,2019-06-28,0.767
7896,97,Treat You Better,Shawn Mendes,24718,2019-06-21--2019-06-28,hk,3QGsuHI8jO1Rx4JWLUh9jd,2019-06-21,2019-06-28,0.747
7897,98,心淡,Joey Yung,24560,2019-06-21--2019-06-28,hk,0Eum5dQqpUDgwJiUucG3QU,2019-06-21,2019-06-28,0.375
7898,99,We Don't Talk Anymore,Charlie Puth,24514,2019-06-21--2019-06-28,hk,68EMU2RD1ECNeOeJ5qAXCV,2019-06-21,2019-06-28,0.352
7899,100,別𠱁我,JC 陳泳彤,24513,2019-06-21--2019-06-28,hk,6VeoA1vxx9dueepuakIbMr,2019-06-21,2019-06-28,0.417
7900,101,On A Roll,Ashley O,24387,2019-06-21--2019-06-28,hk,56JyMaElW79S7TDWh1Zw1m,2019-06-21,2019-06-28,0.387
7901,102,Focus (feat. 21 Savage),Bazzi,24320,2019-06-21--2019-06-28,hk,12iDo4Kdw9vA2X1lN3UTVu,2019-06-21,2019-06-28,0.538
7902,103,時光機,Terence Siufay,24198,2019-06-21--2019-06-28,hk,53lFtfrl5Of2Hkr5eiNscQ,2019-06-21,2019-06-28,0.392
7903,104,龍舌蘭,Eason Chan,24137,2019-06-21--2019-06-28,hk,2yJuzhRAp75De9QFcR0qXl,2019-06-21,2019-06-28,0.215
7904,105,This Feeling,The Chainsmokers,23783,2019-06-21--2019-06-28,hk,4NBTZtAt1F13VvlSKe6KTl,2019-06-21,2019-06-28,0.449
7905,106,必殺技 - Live,Leo Ku,23752,2019-06-21--2019-06-28,hk,7oPrKydZ1xLIFXzjHLUGE5,2019-06-21,2019-06-28,0.399
7906,107,Sad Song (feat. TINI),Alesso,23616,2019-06-21--2019-06-28,hk,2JoIjuzRplpYGvvLpSW2on,2019-06-21,2019-06-28,0.55
7907,108,突然好想你,Mayday,23566,2019-06-21--2019-06-28,hk,0IAgufC1FlOg1nZMmRZxRr,2019-06-21,2019-06-28,0.409
7908,109,when the party's over,Billie Eilish,23436,2019-06-21--2019-06-28,hk,43zdsphuZLzwA9k4DJhU0I,2019-06-21,2019-06-28,0.198
7909,110,Friend Like Me,Will Smith,23324,2019-06-21--2019-06-28,hk,5f2TWu6R2YYCJtLQ0fP78H,2019-06-21,2019-06-28,0.665
7910,111,漸漸,Eason Chan,23016,2019-06-21--2019-06-28,hk,1o5PE9VNUd8EJtcYLA3QxP,2019-06-21,2019-06-28,0.29
7911,112,DDU-DU DDU-DU,BLACKPINK,22764,2019-06-21--2019-06-28,hk,2aI2k39nfa3KFsa4JclQzw,2019-06-21,2019-06-28,0.389
7912,113,Fairy tale,Yoga Lin,22635,2019-06-21--2019-06-28,hk,5EXpL9orGpIsscSyBgPdSx,2019-06-21,2019-06-28,0.22
7913,114,bury a friend,Billie Eilish,22587,2019-06-21--2019-06-28,hk,4SSnFejRGlZikf02HLewEF,2019-06-21,2019-06-28,0.196
7914,115,明年今日,Eason Chan,22423,2019-06-21--2019-06-28,hk,4UD5xrQI4nKftCje1y5Te9,2019-06-21,2019-06-28,0.214
7915,116,戀無可戀,Leo Ku,22395,2019-06-21--2019-06-28,hk,4zVevFBE0Ub4WaUS91f9g1,2019-06-21,2019-06-28,0.367
7916,117,Ransom,Lil Tecca,22367,2019-06-21--2019-06-28,hk,1kBbgxAUc4HQv7cgIayIDH,2019-06-21,2019-06-28,0.226
7917,118,可惜沒如果,JJ Lin,22357,2019-06-21--2019-06-28,hk,6WoQzK5Exbfcmow1AoNRkl,2019-06-21,2019-06-28,0.286
7918,119,假使世界原來不像你預期,Charmaine Fong,22255,2019-06-21--2019-06-28,hk,53HxUdYRCRMdzYPG0qhGUP,2019-06-21,2019-06-28,0.347
7919,120,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,22202,2019-06-21--2019-06-28,hk,5JEx7HbmvHQQswJCsoo9rA,2019-06-21,2019-06-28,0.492
7920,121,Nightmare,Halsey,22154,2019-06-21--2019-06-28,hk,340UVheS8z3ncW9TTUhAbc,2019-06-21,2019-06-28,0.538
7921,122,體面(電影《前任3:再見前任》插曲),Kelly Yu,22137,2019-06-21--2019-06-28,hk,7cE5ehlKJ3L9Ejhzm3udcF,2019-06-21,2019-06-28,0.205
7922,123,不該,Jay Chou,22104,2019-06-21--2019-06-28,hk,7LyCtbxher5m97MImn5M3l,2019-06-21,2019-06-28,0.187
7923,124,Eastside (with Halsey & Khalid),benny blanco,22065,2019-06-21--2019-06-28,hk,7FGq80cy8juXBCD2nrqdWU,2019-06-21,2019-06-28,0.329
7924,125,如果雨之後,Eric Chou,21969,2019-06-21--2019-06-28,hk,6kabSi7XCHHGThNme6J2tL,2019-06-21,2019-06-28,0.445
7925,126,The Middle,Zedd,21868,2019-06-21--2019-06-28,hk,09IStsImFySgyp0pIQdqAc,2019-06-21,2019-06-28,0.437
7926,127,Say You Won't Let Go,James Arthur,21863,2019-06-21--2019-06-28,hk,5uCax9HTNlzGybIStD3vDh,2019-06-21,2019-06-28,0.494
7927,128,大哥,Janice Vidal,21822,2019-06-21--2019-06-28,hk,2fzOOTi4YDXENpUCr1fiaW,2019-06-21,2019-06-28,0.392
7928,129,Lost In Japan,Shawn Mendes,21781,2019-06-21--2019-06-28,hk,79esEXlqqmq0GPz0xQSZTV,2019-06-21,2019-06-28,0.425
7929,130,只是太愛你,Hins Cheung,21702,2019-06-21--2019-06-28,hk,0s5GrkSNp9bfP2FtrtbiJ0,2019-06-21,2019-06-28,0.334
7930,131,lovely (with Khalid),Billie Eilish,21563,2019-06-21--2019-06-28,hk,0u2P5u6lvoDfwTYjAADbn4,2019-06-21,2019-06-28,0.12
7931,132,All Falls Down (feat. Juliander),Alan Walker,21518,2019-06-21--2019-06-28,hk,1HvCFAUIWQsWV9zud3UhDl,2019-06-21,2019-06-28,0.675
7932,133,海闊天空,Beyond,21502,2019-06-21--2019-06-28,hk,77uktQePd9IdeMPVWlu1cO,2019-06-21,2019-06-28,0.369
7933,134,那些你很冒險的夢,JJ Lin,21483,2019-06-21--2019-06-28,hk,5kZDxLcbqglZ2yYXg4Mkjc,2019-06-21,2019-06-28,0.28
