,Position,Track Name,Artist,Streams,date,region,id,date_from,date_to,valence
19,20,Wake Up in the Sky,Gucci Mane,44983,2018-09-21--2018-09-28,hk,0QIjsbm2fh1cJ45XO9eGqq,2018-09-21,2018-09-28,0.367
20,21,In My Feelings,Drake,44344,2018-09-21--2018-09-28,hk,2G7V7zsVDxg1yRsu7Ew9RJ,2018-09-21,2018-09-28,0.35
21,22,8 Letters,Why Don't We,43327,2018-09-21--2018-09-28,hk,4zRZAmBQP8vhNPf9i9opXt,2018-09-21,2018-09-28,0.255
22,23,別𠱁我,JC 陳泳彤,43282,2018-09-21--2018-09-28,hk,6VeoA1vxx9dueepuakIbMr,2018-09-21,2018-09-28,0.417
23,24,Natural,Imagine Dragons,42460,2018-09-21--2018-09-28,hk,4zIO3ilp5HvTeK3HJHxhMP,2018-09-21,2018-09-28,0.213
24,25,認真如初,Jason Chan,41875,2018-09-21--2018-09-28,hk,51sLlaSnNj51ZQe799MmBy,2018-09-21,2018-09-28,0.346
25,26,那些你很冒險的夢,JJ Lin,41394,2018-09-21--2018-09-28,hk,5kZDxLcbqglZ2yYXg4Mkjc,2018-09-21,2018-09-28,0.28
26,27,Thunderclouds,Sia,40207,2018-09-21--2018-09-28,hk,5a8RPWgKSmcGBGcffmIrUi,2018-09-21,2018-09-28,0.507
27,28,No Brainer,DJ Khaled,39642,2018-09-21--2018-09-28,hk,5WvAo7DNuPRmk4APhdPzi8,2018-09-21,2018-09-28,0.639
28,29,千年如一日,Sammi Cheng,38796,2018-09-21--2018-09-28,hk,7mkgfcip1n2inHYT0zCj03,2018-09-21,2018-09-28,0.297
29,30,Love Someone,Lukas Graham,37999,2018-09-21--2018-09-28,hk,2JqnpexlO9dmvjUMCaLCLJ,2018-09-21,2018-09-28,0.274
30,31,可惜沒如果,JJ Lin,37380,2018-09-21--2018-09-28,hk,6WoQzK5Exbfcmow1AoNRkl,2018-09-21,2018-09-28,0.286
31,32,Havana (feat. Young Thug),Camila Cabello,36543,2018-09-21--2018-09-28,hk,1rfofaqEpACxVEHIZBJe6W,2018-09-21,2018-09-28,0.394
32,33,Creo en Mi (feat. Jackson Wang),Sammi Cheng,36234,2018-09-21--2018-09-28,hk,1hrF3WXuEqjP5N6wTHSDH3,2018-09-21,2018-09-28,0.2
33,34,SICKO MODE,Travis Scott,35111,2018-09-21--2018-09-28,hk,2xLMifQCjDGFmkHkpNLD9h,2018-09-21,2018-09-28,0.446
34,35,Shape of You,Ed Sheeran,34700,2018-09-21--2018-09-28,hk,7qiZfU4dY1lWllzX7mPBI3,2018-09-21,2018-09-28,0.931
35,36,可一可再,Eason Chan,34509,2018-09-21--2018-09-28,hk,2BdUhyGFGzId7Ahxm6vpCI,2018-09-21,2018-09-28,0.539
36,37,no tears left to cry,Ariana Grande,34474,2018-09-21--2018-09-28,hk,2qT1uLXPVPzGgFOx4jtEuo,2018-09-21,2018-09-28,0.354
37,38,Goodbye (feat. Nicki Minaj & Willy William),Jason Derulo,33937,2018-09-21--2018-09-28,hk,5Xn4IyTtW6FUGIUyWjbUHG,2018-09-21,2018-09-28,0.481
38,39,God is a woman,Ariana Grande,33825,2018-09-21--2018-09-28,hk,5OCJzvD7sykQEKHH7qAC3C,2018-09-21,2018-09-28,0.268
39,40,長相廝守,ToNick,33699,2018-09-21--2018-09-28,hk,44TjgDPUGUqU3ylA8tBkVf,2018-09-21,2018-09-28,0.503
40,41,告白氣球,Jay Chou,33357,2018-09-21--2018-09-28,hk,1ivCIgrYZyE0BvItL4Z8lk,2018-09-21,2018-09-28,0.448
41,42,修煉愛情,JJ Lin,33016,2018-09-21--2018-09-28,hk,190kU2WKyIzx9XaBjfWRPk,2018-09-21,2018-09-28,0.239
42,43,後來的我們,Mayday,32883,2018-09-21--2018-09-28,hk,13AruKdh8wJhWx6i5dV8X1,2018-09-21,2018-09-28,0.225
43,44,Something Just Like This,The Chainsmokers,32734,2018-09-21--2018-09-28,hk,6RUKPb4LETWmmr3iAEQktW,2018-09-21,2018-09-28,0.446
44,45,In My Mind,Dynoro,32508,2018-09-21--2018-09-28,hk,0E9ZjEAyAwOXZ7wJC0PD33,2018-09-21,2018-09-28,0.163
45,46,不為誰而作的歌,JJ Lin,32422,2018-09-21--2018-09-28,hk,0VqSdtXseb9khdZrnYVyM1,2018-09-21,2018-09-28,0.252
46,47,等你下課,Jay Chou,32373,2018-09-21--2018-09-28,hk,76WthWB0v0KXUHZoAclMVV,2018-09-21,2018-09-28,0.416
47,48,勇悍‧17,Juno Mak,31361,2018-09-21--2018-09-28,hk,5Ysf9UTIairb0bZFZcvtIa,2018-09-21,2018-09-28,0.501
48,49,她說,JJ Lin,31232,2018-09-21--2018-09-28,hk,632VyMrvhsHIsO4zq9khts,2018-09-21,2018-09-28,0.326
49,50,DDU-DU DDU-DU - KR Ver.,BLACKPINK,31030,2018-09-21--2018-09-28,hk,2CWnuF7ht55Ajyeg4WPvWu,2018-09-21,2018-09-28,0.372
50,51,REMEDY,Alesso,30728,2018-09-21--2018-09-28,hk,6jreFSOTUAViWjKyzOC4Kg,2018-09-21,2018-09-28,0.483
51,52,假使世界原來不像你預期,Charmaine Fong,30205,2018-09-21--2018-09-28,hk,53HxUdYRCRMdzYPG0qhGUP,2018-09-21,2018-09-28,0.347
52,53,寧願當初不相見,Dear Jane,30191,2018-09-21--2018-09-28,hk,6ZJB06vzE9EtFVfVCv4Z4R,2018-09-21,2018-09-28,0.326
53,54,Perfect,Ed Sheeran,30132,2018-09-21--2018-09-28,hk,0tgVpDi06FyKpA1z0VMD4v,2018-09-21,2018-09-28,0.168
54,55,春秋,Hins Cheung,28505,2018-09-21--2018-09-28,hk,2WVbMoHdWCspdiEa7OnG1D,2018-09-21,2018-09-28,0.501
55,56,Want To,Dua Lipa,28257,2018-09-21--2018-09-28,hk,0CBFOvHlyqy30Q5tbyNHfQ,2018-09-21,2018-09-28,0.318
56,57,Don't Leave Me Alone (feat. Anne-Marie),David Guetta,28254,2018-09-21--2018-09-28,hk,2zy9TMoZlYGuCNY4TLqG24,2018-09-21,2018-09-28,0.496
57,58,Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,28225,2018-09-21--2018-09-28,hk,4hQ6UGyWQIGJmHSo0J88JW,2018-09-21,2018-09-28,0.508
58,59,Killshot,Eminem,28157,2018-09-21--2018-09-28,hk,1jo3TwNGCXfNdB5uba3ZVv,2018-09-21,2018-09-28,0.599
59,60,突然好想你,Mayday,27950,2018-09-21--2018-09-28,hk,0IAgufC1FlOg1nZMmRZxRr,2018-09-21,2018-09-28,0.409
60,61,Closer,The Chainsmokers,27695,2018-09-21--2018-09-28,hk,7BKLCZ1jbUBVqRi2FVlTVw,2018-09-21,2018-09-28,0.661
61,62,All Falls Down (feat. Juliander),Alan Walker,27332,2018-09-21--2018-09-28,hk,5yFSF6qQA1rcLsQRnBsZgb,2018-09-21,2018-09-28,0.662
62,63,Siren,SUNMI,27297,2018-09-21--2018-09-28,hk,2EK48RuuE8HHMDzD2rEDqL,2018-09-21,2018-09-28,0.521
63,64,一個女人和浴室,Kay Tse,27191,2018-09-21--2018-09-28,hk,4IxKTRZn3KQxj3dwwqbyGi,2018-09-21,2018-09-28,0.537
64,65,I'm a Mess,Bebe Rexha,27152,2018-09-21--2018-09-28,hk,04ZTP5KsCypmtCmQg5tH9R,2018-09-21,2018-09-28,0.216
65,66,"你,好不好? - Ending Theme Song of TVBS Series ""Life List""",Eric Chou,26855,2018-09-21--2018-09-28,hk,2gug6MRv4xQFYi9LA3PJCS,2018-09-21,2018-09-28,0.535
66,67,2002,Anne-Marie,26776,2018-09-21--2018-09-28,hk,2BgEsaKNfHUdlh97KmvFyo,2018-09-21,2018-09-28,0.603
67,68,Solo (feat. Demi Lovato),Clean Bandit,26512,2018-09-21--2018-09-28,hk,6kPJZM97LwdG9QIsT7khp6,2018-09-21,2018-09-28,0.565
68,69,Rise,Jonas Blue,26400,2018-09-21--2018-09-28,hk,3u1S1OmAUhx5DRlLrXqyp3,2018-09-21,2018-09-28,0.669
69,70,體面(電影《前任3:再見前任》插曲),Kelly Yu,25941,2018-09-21--2018-09-28,hk,7cE5ehlKJ3L9Ejhzm3udcF,2018-09-21,2018-09-28,0.205
70,71,"只想與你再一起 - 劇集 ""再創世紀"" 片尾曲",HANA,25697,2018-09-21--2018-09-28,hk,1iX3PcYb9tiCLIZdgkG1uA,2018-09-21,2018-09-28,0.346
71,72,The Middle,Zedd,25433,2018-09-21--2018-09-28,hk,09IStsImFySgyp0pIQdqAc,2018-09-21,2018-09-28,0.437
72,73,如果雨之後,Eric Chou,25370,2018-09-21--2018-09-28,hk,6kabSi7XCHHGThNme6J2tL,2018-09-21,2018-09-28,0.445
73,74,Faded,Alan Walker,25365,2018-09-21--2018-09-28,hk,7gHs73wELdeycvS48JfIos,2018-09-21,2018-09-28,0.166
74,75,最後晚餐,Supper Moment,25350,2018-09-21--2018-09-28,hk,71b8CQvcm070jgEypaevrV,2018-09-21,2018-09-28,0.449
75,76,你瞞我瞞,Jason Chan,25303,2018-09-21--2018-09-28,hk,1eId3TVzGrwv73YAWAVQMX,2018-09-21,2018-09-28,0.403
76,77,小問題,AGA,25175,2018-09-21--2018-09-28,hk,0Eozbd447x0jSZZNeMAXS2,2018-09-21,2018-09-28,0.783
77,78,High On Life (feat. Bonn),Martin Garrix,24134,2018-09-21--2018-09-28,hk,4ut5G4rgB1ClpMTMfjoIuy,2018-09-21,2018-09-28,0.368
78,79,Lucid Dreams,Juice WRLD,24110,2018-09-21--2018-09-28,hk,0s3nnoMeVWz3989MkNQiRf,2018-09-21,2018-09-28,0.218
79,80,男人背後,Pakho Chau,23710,2018-09-21--2018-09-28,hk,14KOku8usgyqZSn9LrbMLT,2018-09-21,2018-09-28,0.34
80,81,The Way I Am,Charlie Puth,23707,2018-09-21--2018-09-28,hk,6qNALlmZa1ESnCxJmXE1K9,2018-09-21,2018-09-28,0.642
81,82,SLOW DANCING IN THE DARK,Joji,23565,2018-09-21--2018-09-28,hk,0UyljEbX9dqI1K0sqdv6B6,2018-09-21,2018-09-28,0.284
82,83,Better Now,Post Malone,23540,2018-09-21--2018-09-28,hk,7dt6x5M1jzdTEt8oCbisTK,2018-09-21,2018-09-28,0.374
83,84,Say My Name,David Guetta,23413,2018-09-21--2018-09-28,hk,0YammaEkYSeo9vQYZ1OwS6,2018-09-21,2018-09-28,0.79
84,85,背後女人,Pakho Chau,23298,2018-09-21--2018-09-28,hk,3HLZMIikzTyiA0SIuLH9aD,2018-09-21,2018-09-28,0.457
85,86,Wolves,Selena Gomez,23051,2018-09-21--2018-09-28,hk,0tBbt8CrmxbjRP0pueQkyU,2018-09-21,2018-09-28,0.305
86,87,We Don't Talk Anymore,Charlie Puth,23013,2018-09-21--2018-09-28,hk,68EMU2RD1ECNeOeJ5qAXCV,2018-09-21,2018-09-28,0.352
87,88,再不再見,C AllStar,23003,2018-09-21--2018-09-28,hk,1kcNUj4udKEFesxdclbh8n,2018-09-21,2018-09-28,0.341
88,89,櫻花樹下,Hins Cheung,22965,2018-09-21--2018-09-28,hk,2FgDWCqMCIAATvqr9ozeYm,2018-09-21,2018-09-28,0.36
89,90,Whenever (feat. Conor Maynard),Kris Kross Amsterdam,22855,2018-09-21--2018-09-28,hk,3DGar7krWlmrXRFHBcQF6z,2018-09-21,2018-09-28,0.518
90,91,黃色大門,Hins Cheung,22359,2018-09-21--2018-09-28,hk,4yBo6MR83HlwyDkp0yDn8q,2018-09-21,2018-09-28,0.222
91,92,囍帖街,Kay Tse,22332,2018-09-21--2018-09-28,hk,3hU9nGBhYJQwvF8BJ4PUcE,2018-09-21,2018-09-28,0.428
92,93,SAD!,XXXTENTACION,22312,2018-09-21--2018-09-28,hk,3ee8Jmje8o58CHK66QrVC2,2018-09-21,2018-09-28,0.473
93,94,倒數,G.E.M.,22288,2018-09-21--2018-09-28,hk,2HmM5p02Q2qrYZvXJRLVx3,2018-09-21,2018-09-28,0.204
94,95,年少有為,Ronghao Li,22172,2018-09-21--2018-09-28,hk,4F189oz9W9JOV6ovuHsHYV,2018-09-21,2018-09-28,0.288
95,96,慢慢喜歡你,Karen Mok,22049,2018-09-21--2018-09-28,hk,7EoyERNueJuFlQbyrRB0US,2018-09-21,2018-09-28,0.375
96,97,No Stylist,French Montana,22010,2018-09-21--2018-09-28,hk,04MLEeAMuV9IlHEsD8vF6A,2018-09-21,2018-09-28,0.498
97,98,自我感覺還好,Gin Lee,21883,2018-09-21--2018-09-28,hk,6nleraWfe1a0blQZksgIYa,2018-09-21,2018-09-28,0.247
98,99,Real Friends,Camila Cabello,21881,2018-09-21--2018-09-28,hk,5vnpANH92iEajvGwE2oQ6r,2018-09-21,2018-09-28,0.663
99,100,分手總約在雨天,Charmaine Fong,21869,2018-09-21--2018-09-28,hk,4F58voptx3uo1bNiJ6i1P9,2018-09-21,2018-09-28,0.204
100,101,以後別做朋友,Eric Chou,21788,2018-09-21--2018-09-28,hk,7zyYmIdjqqiX6kLryb7QBx,2018-09-21,2018-09-28,0.291
101,102,Youngblood,5 Seconds of Summer,21718,2018-09-21--2018-09-28,hk,2iUXsYOEPhVqEBwsqP70rE,2018-09-21,2018-09-28,0.152
102,103,我們 - 《後來的我們》電影主題曲,Eason Chan,21558,2018-09-21--2018-09-28,hk,0Uf0SvwUrf02ucIt1d0Wos,2018-09-21,2018-09-28,0.201
103,104,心之科學 (Dear JY Mix),Joey Yung,21552,2018-09-21--2018-09-28,hk,0qVxoahx6POFrJJanURrvX,2018-09-21,2018-09-28,0.182
104,105,不該,Jay Chou,21474,2018-09-21--2018-09-28,hk,7LyCtbxher5m97MImn5M3l,2018-09-21,2018-09-28,0.187
105,106,Photograph,Ed Sheeran,21302,2018-09-21--2018-09-28,hk,6fxVffaTuwjgEk5h9QyRjy,2018-09-21,2018-09-28,0.201
106,107,FRIENDS,Marshmello,21299,2018-09-21--2018-09-28,hk,08bNPGLD8AhKpnnERrAc6G,2018-09-21,2018-09-28,0.534
107,108,時光機,Terence Siufay,21266,2018-09-21--2018-09-28,hk,53lFtfrl5Of2Hkr5eiNscQ,2018-09-21,2018-09-28,0.392
108,109,無期,AGA,21226,2018-09-21--2018-09-28,hk,0sygltCR044s9dVy6C3gJI,2018-09-21,2018-09-28,0.31
109,110,The Ringer,Eminem,21128,2018-09-21--2018-09-28,hk,2jt2WxXMCD4zjACthkJQVE,2018-09-21,2018-09-28,0.42
110,111,可惜我是水瓶座,Miriam Yeung,20871,2018-09-21--2018-09-28,hk,1sWUT5hSawhEctQEQrVQdn,2018-09-21,2018-09-28,0.543
111,112,戀無可戀,Leo Ku,20869,2018-09-21--2018-09-28,hk,4zVevFBE0Ub4WaUS91f9g1,2018-09-21,2018-09-28,0.367
112,113,演員,Joker Xue,20440,2018-09-21--2018-09-28,hk,6LunoYd3xpZ19sICOXS8Xd,2018-09-21,2018-09-28,0.186
113,114,Ocean (feat. Khalid),Martin Garrix,20277,2018-09-21--2018-09-28,hk,3nc420PXjTdBV5TN0gCFkS,2018-09-21,2018-09-28,0.221
114,115,Say You Won't Let Go,James Arthur,20223,2018-09-21--2018-09-28,hk,5uCax9HTNlzGybIStD3vDh,2018-09-21,2018-09-28,0.494
115,116,羅生門,Juno Mak,20223,2018-09-21--2018-09-28,hk,7xAVLrbnud6OrU6f4FmxDr,2018-09-21,2018-09-28,0.253
116,117,Superhero,Lauv,20205,2018-09-21--2018-09-28,hk,1Fo4OvzP9PThFKMeMIAEYu,2018-09-21,2018-09-28,0.417
117,118,歲月如歌,Eason Chan,20188,2018-09-21--2018-09-28,hk,209lkexhDOdjGJMv9iw3rJ,2018-09-21,2018-09-28,0.453
118,119,Attention,Charlie Puth,20104,2018-09-21--2018-09-28,hk,5cF0dROlMOK5uNZtivgu50,2018-09-21,2018-09-28,0.797
119,120,人妻的偽術,Kay Tse,20048,2018-09-21--2018-09-28,hk,13hlBLWc9fTLcmfPjrWkns,2018-09-21,2018-09-28,0.589
120,121,IDGAF,Dua Lipa,20021,2018-09-21--2018-09-28,hk,76cy1WJvNGJTj78UqeA5zr,2018-09-21,2018-09-28,0.51
121,122,What Lovers Do (feat. SZA),Maroon 5,19913,2018-09-21--2018-09-28,hk,0GxQ1A5L9xnMOytbP6eKBG,2018-09-21,2018-09-28,0.419
122,123,Noticed,Lil Mosey,19825,2018-09-21--2018-09-28,hk,7d6XJZjnm7iWcKwYL9z5kC,2018-09-21,2018-09-28,0.493
123,124,Let You Love Me,Rita Ora,19792,2018-09-21--2018-09-28,hk,6xtcFXSo8H9BZN637BMVKS,2018-09-21,2018-09-28,0.456
124,125,幸福之歌,Supper Moment,19771,2018-09-21--2018-09-28,hk,25atREPmk8jKg0WlI28bsV,2018-09-21,2018-09-28,0.397
125,126,哪裡只得我共你,Dear Jane,19750,2018-09-21--2018-09-28,hk,6oHNXUrt4s5JJIM1WoOwsZ,2018-09-21,2018-09-28,0.284
126,127,不愛我就拉倒,Jay Chou,19685,2018-09-21--2018-09-28,hk,4sQSweqHEeinUxoFBG3QeF,2018-09-21,2018-09-28,0.225
127,128,"一二三,三二一",Miriam Yeung,19654,2018-09-21--2018-09-28,hk,3JoZXONUxZISt6uey2Ehwr,2018-09-21,2018-09-28,0.274
128,129,命硬,Justin Lo,19506,2018-09-21--2018-09-28,hk,47RgWWTJno746wCInL4gQz,2018-09-21,2018-09-28,0.333
129,130,Tie Me Down (with Elley Duhé),Gryffin,19498,2018-09-21--2018-09-28,hk,4QVS8YCpK71R4FsxSMCjhP,2018-09-21,2018-09-28,0.314
130,131,Lullaby,GOT7,19485,2018-09-21--2018-09-28,hk,1aDarBap4uQgOt9k4fxWd8,2018-09-21,2018-09-28,0.726
131,132,Too Good At Goodbyes,Sam Smith,19478,2018-09-21--2018-09-28,hk,1mXVgsBdtIVeCLJnSnmtdV,2018-09-21,2018-09-28,0.534
132,133,經過一些秋與冬,Dear Jane,19352,2018-09-21--2018-09-28,hk,4pw59ml6lY3WnP90tfyDGP,2018-09-21,2018-09-28,0.352
133,134,I Like Me Better,Lauv,19344,2018-09-21--2018-09-28,hk,2P91MQbaiQOfbiz9VqhqKQ,2018-09-21,2018-09-28,0.419
134,135,明年今日,Eason Chan,19313,2018-09-21--2018-09-28,hk,4UD5xrQI4nKftCje1y5Te9,2018-09-21,2018-09-28,0.214
135,136,Side Effects (feat. Emily Warren),The Chainsmokers,18986,2018-09-21--2018-09-28,hk,5hrXLJJrnKraxRQntH0Vv9,2018-09-21,2018-09-28,0.54
136,137,你是你本身的傳奇,Charmaine Fong,18880,2018-09-21--2018-09-28,hk,5uMkdWf1H6JEcpcdnPOSZM,2018-09-21,2018-09-28,0.427
137,138,Rewrite The Stars,Zac Efron,18875,2018-09-21--2018-09-28,hk,630sXRhIcfwr2e4RdNtjKN,2018-09-21,2018-09-28,0.284
138,139,Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,18855,2018-09-21--2018-09-28,hk,1bhUWB0zJMIKr9yVPrkEuI,2018-09-21,2018-09-28,0.356
139,140,教我這麼愛下去,Andy Hui,18725,2018-09-21--2018-09-28,hk,0vKBUATOetUAnDJBlZ5KVK,2018-09-21,2018-09-28,0.506
140,141,New Rules,Dua Lipa,18614,2018-09-21--2018-09-28,hk,2ekn2ttSfGqwhhate0LSR0,2018-09-21,2018-09-28,0.608
141,142,醉赤壁,JJ Lin,18485,2018-09-21--2018-09-28,hk,69lAYqbyHL1A0gctdLd9WV,2018-09-21,2018-09-28,0.451
142,143,Fall,Eminem,18455,2018-09-21--2018-09-28,hk,58QhkbaAkLFnn7JwAnAato,2018-09-21,2018-09-28,0.535
143,144,"Zero - From the Original Motion Picture ""Ralph Breaks The Internet""",Imagine Dragons,18420,2018-09-21--2018-09-28,hk,0cDwUAF7yQrOLRcFfJpSc2,2018-09-21,2018-09-28,0.264
144,145,必殺技 - Live,Leo Ku,18397,2018-09-21--2018-09-28,hk,7oPrKydZ1xLIFXzjHLUGE5,2018-09-21,2018-09-28,0.399
145,146,Burn Out (feat. Dewain Whitmore),Martin Garrix,18248,2018-09-21--2018-09-28,hk,7IWTIkiWGWNQyYfOLdMrGD,2018-09-21,2018-09-28,0.407
146,147,One Kiss (with Dua Lipa),Calvin Harris,18245,2018-09-21--2018-09-28,hk,7ef4DlsgrMEH11cDZd32M6,2018-09-21,2018-09-28,0.592
147,148,追光者 - 電視劇夏至未至插曲,Yoyo Sham,18240,2018-09-21--2018-09-28,hk,66LKcDWIHdqWEaviZhcMTx,2018-09-21,2018-09-28,0.261
148,149,未來見,RubberBand,18232,2018-09-21--2018-09-28,hk,5OPqZ5dEqrdPGatJgnZ8xG,2018-09-21,2018-09-28,0.136
149,150,Shotgun,George Ezra,18229,2018-09-21--2018-09-28,hk,4ofwffwvvnbSkrMSCKQDaC,2018-09-21,2018-09-28,0.754
150,151,rockstar (feat. 21 Savage),Post Malone,18217,2018-09-21--2018-09-28,hk,0e7ipj03S05BNilyu5bRzt,2018-09-21,2018-09-28,0.14
151,152,I'm Yours,Jason Mraz,18180,2018-09-21--2018-09-28,hk,3S0OXQeoh0w6AY8WQVckRW,2018-09-21,2018-09-28,0.718
152,153,Thinking out Loud,Ed Sheeran,18180,2018-09-21--2018-09-28,hk,1Slwb6dOYkBlWal1PGtnNg,2018-09-21,2018-09-28,0.591
153,154,IDOL,BTS,18125,2018-09-21--2018-09-28,hk,2AIWoHr9DF6y4KALCBKWQS,2018-09-21,2018-09-28,0.422
154,155,死性不改,Twins,18107,2018-09-21--2018-09-28,hk,7aMEBZUCJFyV4VM60yEHtC,2018-09-21,2018-09-28,0.395
155,156,I Like It,Cardi B,18000,2018-09-21--2018-09-28,hk,58q2HKrzhC3ozto2nDdN4z,2018-09-21,2018-09-28,0.65
156,157,說好的幸福呢,Jay Chou,17960,2018-09-21--2018-09-28,hk,6W2tmkeuHKaedHhdTPnyVs,2018-09-21,2018-09-28,0.24
157,158,God's Plan,Drake,17894,2018-09-21--2018-09-28,hk,6DCZcSspjsKoFjzjrWoCdn,2018-09-21,2018-09-28,0.357
158,159,大男孩,BOYZ,17850,2018-09-21--2018-09-28,hk,63dPmo7F3rEXmVAnrnBv43,2018-09-21,2018-09-28,0.585
159,160,Venom - Music From The Motion Picture,Eminem,17799,2018-09-21--2018-09-28,hk,2SL6oP2YAEQbqsrkOzRGO4,2018-09-21,2018-09-28,0.46
160,161,晴天,Jay Chou,17731,2018-09-21--2018-09-28,hk,0F02KChKwbcQ3tk4q1YxLH,2018-09-21,2018-09-28,0.399
161,162,天才兒童1985,Hins Cheung,17499,2018-09-21--2018-09-28,hk,6zz8QSsz3CM7OoiwsamD16,2018-09-21,2018-09-28,0.444
162,163,IDOL,BTS,17495,2018-09-21--2018-09-28,hk,03iCbZaM4OkRR4We6wIzvx,2018-09-21,2018-09-28,0.446
163,164,別來無恙,Jason Chan,17424,2018-09-21--2018-09-28,hk,2wgF570uODvVSxfd8o3eRf,2018-09-21,2018-09-28,0.51
164,165,獨一無二,AGA,17424,2018-09-21--2018-09-28,hk,24L9JvI4WHMIG5RfjWkkqF,2018-09-21,2018-09-28,0.3
165,166,不許你注定一人,Dear Jane,17383,2018-09-21--2018-09-28,hk,0B2fMb8KALZeoFbRv7m3iE,2018-09-21,2018-09-28,0.482
166,167,All I Am,Jess Glynne,17105,2018-09-21--2018-09-28,hk,6X6SdJzxyw7GzxwP2fr9WV,2018-09-21,2018-09-28,0.536
167,168,心淡,Joey Yung,17096,2018-09-21--2018-09-28,hk,0Eum5dQqpUDgwJiUucG3QU,2018-09-21,2018-09-28,0.375
168,169,Kong,Justin Lo,17001,2018-09-21--2018-09-28,hk,5hQwJOWx41wiWH305GT7pf,2018-09-21,2018-09-28,0.341
169,170,FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,16988,2018-09-21--2018-09-28,hk,2E124GmJRnBJuXbTb4cPUB,2018-09-21,2018-09-28,0.376
170,171,Taste (feat. Offset),Tyga,16927,2018-09-21--2018-09-28,hk,5IaHrVsrferBYDm0bDyABy,2018-09-21,2018-09-28,0.342
171,172,驗傷,Janice Vidal,16891,2018-09-21--2018-09-28,hk,2SLjuVYSrcUhZmpBokuupj,2018-09-21,2018-09-28,0.396
172,173,手心的薔薇,JJ Lin,16707,2018-09-21--2018-09-28,hk,07DWACsD58aEdq6XnDadLh,2018-09-21,2018-09-28,0.17
173,174,Stay,Zedd,16420,2018-09-21--2018-09-28,hk,0I20rLT2MJDhcF96AjbNYo,2018-09-21,2018-09-28,0.537
174,175,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,16410,2018-09-21--2018-09-28,hk,4e4fqjx0Izh4svvTef1z7e,2018-09-21,2018-09-28,0.589
175,176,Treat You Better,Shawn Mendes,16394,2018-09-21--2018-09-28,hk,3QGsuHI8jO1Rx4JWLUh9jd,2018-09-21,2018-09-28,0.747
176,177,無盡,Supper Moment,16377,2018-09-21--2018-09-28,hk,6TNz79kvUVVQSM2EhZQVq8,2018-09-21,2018-09-28,0.526
177,178,Jackie Chan,Tiësto,16366,2018-09-21--2018-09-28,hk,4kWO6O1BUXcZmaxitpVUwp,2018-09-21,2018-09-28,0.687
178,179,High Hopes,Panic! At The Disco,16299,2018-09-21--2018-09-28,hk,1rqqCSm0Qe4I9rUvWncaom,2018-09-21,2018-09-28,0.681
179,180,愛情是一種法國甜品,Eman Lam,16293,2018-09-21--2018-09-28,hk,6qqhllKp9lViAlzYpXagg0,2018-09-21,2018-09-28,0.224
180,181,忘記我自己 - 劇集 “使徒行者2” 片尾曲,HANA,16279,2018-09-21--2018-09-28,hk,1uNzuAz5iL9AfCpJ5Wwb0q,2018-09-21,2018-09-28,0.342
181,182,終生女友,Keeva Mak,16265,2018-09-21--2018-09-28,hk,78A41eRVOHsfcR7TNODBgB,2018-09-21,2018-09-28,0.384
182,183,Happier,Ed Sheeran,16237,2018-09-21--2018-09-28,hk,2RttW7RAu5nOAfq6YFvApB,2018-09-21,2018-09-28,0.236
183,184,Love Yourself,Justin Bieber,16205,2018-09-21--2018-09-28,hk,50kpGaPAhYJ3sGmk6vplg0,2018-09-21,2018-09-28,0.545
184,185,淘汰(國),Eason Chan,16087,2018-09-21--2018-09-28,hk,3aawXLnJpcDVXCl1UUksAW,2018-09-21,2018-09-28,0.206
185,186,Never Be the Same,Camila Cabello,16084,2018-09-21--2018-09-28,hk,4eWQlBRaTjPPUlzacqEeoQ,2018-09-21,2018-09-28,0.243
186,187,Believer,Imagine Dragons,16063,2018-09-21--2018-09-28,hk,0pqnGHJpmpxLKifKRmU6WP,2018-09-21,2018-09-28,0.666
187,188,Symphony (feat. Zara Larsson),Clean Bandit,15974,2018-09-21--2018-09-28,hk,1x5sYLZiu9r5E43kMlt9f8,2018-09-21,2018-09-28,0.457
188,189,Drew Barrymore,Bryce Vine,15934,2018-09-21--2018-09-28,hk,0OgGn1ofaj55l2PcihQQGV,2018-09-21,2018-09-28,0.25
189,190,Body (feat. Brando),Loud Luxury,15916,2018-09-21--2018-09-28,hk,7K7MUBCnzgBAvMVW2RTWNs,2018-09-21,2018-09-28,0.582
190,191,Love No More,Loud Luxury,15898,2018-09-21--2018-09-28,hk,15fZrZhdK0g1BS9sDeW6sD,2018-09-21,2018-09-28,0.217
191,192,野孩子,Miriam Yeung,15890,2018-09-21--2018-09-28,hk,66YUHByAhvckqMtO9EkJ1J,2018-09-21,2018-09-28,0.52
192,193,In My Blood,Shawn Mendes,15853,2018-09-21--2018-09-28,hk,2QZ7WLBE8h2y1Y5Fb8RYbH,2018-09-21,2018-09-28,0.487
193,194,That's What I Like,Bruno Mars,15837,2018-09-21--2018-09-28,hk,0KKkJNfGyhkQ5aFogxQAPU,2018-09-21,2018-09-28,0.86
